1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
2000,0,0,3,0,4,4,1464,0,2,6,1,0,2,536,1,2,2,5,0,4,2,5,5,0,2,2,6,888,3,5,0,5,1,2004.0,2000,0,1,0,2,306,1,2,3,0,10386,4,80.0,3,0,20,3,246.0,4,0,7,5,0,5,8,2,0,1,1,4,8,0,1,8,2000,0,168,2004,2005,2007
1125,0,0,2,0,4,4,0,0,6,6,0,0,2,1125,1,2,2,5,0,4,3,12,13,0,2,1,6,430,2,5,3,5,1,2007.0,1125,1,1,2,2,118,1,3,3,0,8536,0,74.0,3,0,20,3,0.0,3,0,4,7,64,5,5,2,0,1,1,5,6,0,1,5,1125,0,80,2006,2007,2007
1124,0,0,3,0,2,3,0,0,4,4,0,0,3,0,1,2,2,5,190,4,3,13,14,1,3,1,3,0,0,3,1,3,6,1980.0,1124,0,1,2,2,1180,1,3,3,0,8335,0,77.0,3,0,20,3,0.0,3,0,4,7,36,5,5,0,0,1,1,4,8,0,1,5,0,0,0,1954,1954,2006
1839,0,0,3,0,4,4,1186,0,2,6,1,0,4,291,1,2,2,5,0,4,3,5,5,2,2,2,6,416,2,5,0,5,1,1957.0,1839,0,1,0,2,674,1,2,3,0,14442,4,110.0,3,0,20,3,106.0,1,0,6,6,87,7,6,2,0,1,3,4,8,200,1,7,1477,0,0,1957,2004,2007
1444,700,0,4,0,4,1,697,0,5,6,0,1,2,747,1,2,2,5,0,4,2,13,6,2,1,2,6,389,2,5,0,5,1,1958.0,2144,0,1,2,0,250,1,2,2,2,159000,1,69.0,1,0,50,3,472.0,0,500,6,4,98,7,6,2,0,1,1,4,8,0,1,7,1444,0,0,1958,2006,2007
1306,954,0,3,0,4,1,1201,0,2,6,1,0,0,105,1,2,2,5,0,4,2,13,14,0,2,2,6,533,2,5,2,5,1,1996.0,2260,1,1,0,5,1066,1,2,3,1,14000,4,80.0,3,0,60,3,0.0,3,0,4,4,44,5,7,2,0,1,1,4,8,0,1,7,1306,0,296,1996,1997,2010
1127,850,0,4,0,4,4,442,0,5,6,0,1,4,374,1,0,2,5,0,4,3,12,13,1,1,1,6,540,2,5,2,5,1,1964.0,1977,1,1,4,5,1053,1,3,3,0,9500,0,100.0,3,0,60,3,272.0,0,0,6,12,52,6,6,2,0,1,1,4,8,0,1,9,816,0,0,1964,1978,2007
845,0,0,2,0,4,4,565,0,0,6,1,0,4,280,1,2,2,5,0,4,3,6,10,0,1,1,6,360,2,5,3,5,5,1987.0,845,0,1,4,2,72,1,3,3,0,7599,0,69.0,3,0,20,3,0.0,3,0,6,11,0,6,4,2,0,1,1,4,8,0,1,4,845,0,0,1982,2006,2007
905,881,0,3,0,4,4,648,0,2,6,1,0,2,176,1,2,2,5,0,2,3,12,13,0,2,2,6,684,2,5,2,5,1,1997.0,1786,1,1,0,5,95,1,2,3,0,9337,4,69.0,0,0,60,3,0.0,3,0,5,5,162,5,6,2,0,1,1,4,8,0,1,7,824,0,0,1997,1997,2007
1423,748,0,3,0,4,4,0,0,6,6,0,0,0,588,1,2,2,5,0,4,3,8,8,1,0,2,2,672,2,5,0,5,5,1993.0,2555,0,1,1,3,1441,1,3,0,1,11526,4,79.0,0,384,70,3,0.0,3,0,9,6,0,7,6,2,0,1,1,4,8,0,1,11,588,0,431,1922,1994,2008
1700,0,0,4,0,4,4,1018,0,5,6,0,1,4,380,1,2,2,5,0,4,3,3,3,1,1,1,6,447,2,5,2,5,1,1959.0,1700,1,1,2,2,34,1,2,3,0,10552,4,70.0,0,0,20,3,0.0,3,0,4,12,38,5,5,2,0,1,3,4,8,0,1,6,1398,0,0,1959,1959,2010
959,712,0,3,0,4,4,786,0,2,6,1,0,2,173,1,6,2,5,0,4,3,12,13,1,2,2,6,472,2,5,0,5,1,2000.0,1671,1,1,0,5,1168,1,3,3,0,10852,4,58.0,0,0,60,3,0.0,3,0,2,8,38,5,6,2,0,1,1,4,8,0,1,7,959,0,0,2000,2000,2006
780,596,0,3,0,4,4,0,0,6,6,0,0,4,780,1,2,2,5,0,4,3,8,8,1,0,2,6,198,1,5,3,5,5,1937.0,1376,0,1,4,0,449,1,3,0,0,8600,4,50.0,3,0,50,4,0.0,3,0,6,9,0,6,6,0,0,1,1,4,8,0,1,7,780,0,0,1937,1950,2006
1689,0,0,3,0,4,4,0,0,6,6,0,0,4,1436,1,2,2,5,0,4,3,13,14,1,1,1,6,480,2,5,3,5,1,1956.0,1689,0,1,1,2,446,1,3,3,0,9855,0,73.0,3,0,20,3,0.0,3,0,11,7,0,5,6,2,0,1,3,4,0,0,1,7,1436,0,0,1956,1956,2009
1576,978,0,3,0,4,4,0,0,6,6,0,0,4,718,1,2,2,5,143,2,3,13,13,0,0,1,6,704,2,5,3,5,5,1996.0,2554,1,1,0,5,717,1,3,0,0,10800,4,60.0,3,0,70,4,0.0,3,0,7,17,48,8,7,1,0,1,1,4,8,0,1,8,718,0,0,1890,1998,2007
876,540,0,4,0,4,2,0,0,6,6,0,0,4,876,1,0,2,5,194,4,3,13,14,1,0,1,6,720,3,5,3,5,5,1949.0,1416,1,1,2,0,845,1,3,3,0,12665,4,100.0,0,0,50,4,0.0,3,0,6,17,0,8,5,2,0,1,1,4,8,0,1,7,876,0,418,1915,1950,2008
816,0,0,2,0,4,4,708,0,2,6,1,0,4,108,1,2,2,0,0,4,3,14,15,0,1,1,6,308,1,5,3,5,5,1957.0,816,0,1,4,2,1113,1,3,3,0,7100,0,73.0,0,0,20,3,0.0,3,0,7,12,0,7,5,2,0,1,1,4,8,0,1,5,816,0,0,1957,1957,2006
1370,0,0,3,0,4,4,0,0,6,6,0,0,2,1090,1,2,2,5,0,4,3,6,6,1,1,2,6,479,2,5,2,5,1,1976.0,1370,0,1,4,2,859,1,3,3,0,10400,4,80.0,3,0,20,3,189.0,1,0,6,14,0,5,7,2,0,1,1,3,8,0,1,6,1090,0,0,1976,1976,2009
1442,0,0,2,0,4,4,0,0,6,6,0,0,4,1442,1,3,2,5,0,4,3,6,6,1,1,2,6,615,2,5,2,5,1,1970.0,1442,0,1,4,2,998,1,3,3,0,11717,4,69.0,0,0,20,3,571.0,1,0,2,14,0,6,6,2,0,1,3,4,8,0,1,6,1442,0,371,1970,1970,2009
1072,213,0,2,0,4,4,336,41,1,2,1,0,4,295,1,2,2,5,0,4,3,13,14,0,1,1,2,240,1,5,3,5,5,1948.0,1285,0,1,4,0,78,1,3,3,0,8635,4,50.0,3,0,50,4,0.0,3,0,1,3,0,5,5,2,0,1,1,4,8,0,1,6,672,0,0,1948,2001,2008
804,670,0,3,0,4,4,0,0,6,6,0,0,2,384,1,2,2,5,0,4,3,6,6,1,2,2,6,400,2,5,0,5,3,1995.0,1474,1,1,2,7,85,1,3,3,0,8530,4,69.0,0,0,80,3,22.0,1,700,5,8,72,5,7,2,0,1,1,4,8,0,1,7,384,0,120,1995,1996,2009
1127,886,0,3,0,4,0,862,0,2,6,1,0,2,255,1,2,2,5,0,4,2,8,8,1,2,2,6,455,2,5,3,5,1,1997.0,2013,1,1,0,5,793,1,3,3,0,9920,1,92.0,0,0,60,3,0.0,3,0,6,15,130,5,7,2,0,1,1,4,8,0,1,8,1117,0,180,1996,1997,2007
1563,0,0,3,0,4,4,33,0,2,6,0,0,2,1530,1,2,2,5,0,4,3,12,13,1,2,2,6,758,3,5,2,5,1,2007.0,1563,0,1,0,2,83,1,2,3,0,10206,4,78.0,3,0,20,3,468.0,4,0,10,21,99,5,8,2,0,1,1,4,8,0,1,6,1563,0,144,2007,2007,2008
1663,0,0,2,0,4,1,1116,0,1,6,1,0,2,248,1,2,2,5,0,4,3,9,10,2,1,1,2,529,2,5,0,5,1,1954.0,1663,0,1,0,2,458,1,2,2,1,53227,1,69.0,0,0,20,3,0.0,3,0,3,4,137,6,4,2,0,5,0,4,8,0,1,6,1364,0,224,1954,1994,2008
720,472,0,4,0,4,4,0,0,6,6,0,0,4,720,0,2,2,0,0,4,3,0,0,0,1,1,6,0,0,3,1,3,6,1980.0,1192,1,1,4,0,971,1,3,3,0,10800,4,60.0,3,0,50,3,0.0,3,0,12,12,0,4,4,2,0,1,1,0,8,0,1,6,720,0,0,1949,1950,2006
1095,679,0,4,0,0,4,0,0,6,6,1,0,4,1095,0,2,2,5,90,4,3,0,12,0,0,2,3,779,3,1,3,1,0,1920.0,1774,0,2,1,5,677,2,3,3,0,9600,4,60.0,3,0,70,4,0.0,3,0,5,17,0,2,4,0,0,1,1,4,8,0,1,8,1095,0,0,1900,1950,2006
1391,571,0,3,0,1,2,464,0,2,6,0,0,2,927,1,2,2,5,0,4,2,12,13,0,2,2,6,868,3,5,2,5,1,2006.0,1962,1,1,0,5,939,1,2,3,0,8760,4,73.0,3,0,60,3,0.0,3,0,8,5,90,5,7,2,0,1,1,5,6,0,1,7,1391,0,0,2006,2006,2006
1302,0,0,3,0,4,0,0,0,6,6,0,0,2,1302,1,2,2,5,0,4,2,12,13,0,2,2,6,436,2,5,0,5,1,2007.0,1302,0,1,0,2,1051,1,2,3,0,8993,4,73.0,0,0,20,3,0.0,3,0,8,8,22,5,7,2,0,1,1,5,6,0,1,6,1302,0,0,2007,2007,2007
734,384,0,2,0,4,4,0,0,6,6,0,0,1,648,1,2,2,0,0,4,3,11,12,0,0,1,6,440,2,5,3,5,5,1990.0,1118,0,1,4,0,437,1,3,3,0,4400,4,40.0,3,0,50,4,0.0,3,0,10,17,0,8,6,2,0,1,1,4,8,0,1,6,648,0,0,1920,1950,2006
1766,0,0,2,0,4,2,1121,0,2,6,1,0,0,645,1,2,2,5,0,4,0,5,5,1,2,2,6,478,3,5,0,5,1,2009.0,1766,1,1,0,2,645,1,0,3,0,9187,4,85.0,3,0,20,1,162.0,4,0,10,21,130,5,9,2,0,1,1,5,6,0,1,7,1766,0,195,2009,2009,2009
1253,0,0,3,0,1,4,0,0,6,6,0,0,2,1237,1,2,2,5,0,4,3,6,6,1,2,2,6,402,2,5,0,5,1,1995.0,1253,0,1,2,2,781,1,3,3,0,7875,4,63.0,3,0,20,3,38.0,1,0,6,8,21,5,7,2,0,1,1,4,8,0,1,6,1237,0,220,1995,1996,2007
1097,0,0,3,0,4,4,338,0,2,6,0,0,2,702,1,2,2,5,0,4,3,6,10,0,2,2,6,480,2,5,3,5,1,1986.0,1097,0,1,4,2,863,1,3,3,0,9672,0,81.0,3,0,20,3,0.0,3,0,5,20,0,5,6,2,0,1,3,4,8,0,1,6,1040,0,0,1984,1985,2010
1078,0,0,3,0,4,4,734,0,2,6,1,0,4,344,1,2,2,5,0,4,3,12,13,1,1,1,6,500,2,5,0,5,1,1971.0,1078,1,1,0,2,1358,1,3,3,0,12537,1,69.0,0,0,20,3,0.0,3,0,4,12,0,6,5,2,0,1,1,4,8,0,1,6,1078,0,0,1971,2008,2010
806,766,0,3,0,4,4,0,0,6,6,0,0,2,806,1,2,2,5,0,4,3,8,8,1,2,2,6,373,2,5,0,5,3,1995.0,1572,1,1,2,5,405,1,3,3,0,10364,4,69.0,0,0,60,3,0.0,3,0,5,8,40,5,6,2,0,1,1,4,8,0,1,7,806,0,0,1995,1996,2007
1332,192,0,0,0,4,1,1258,0,2,6,2,0,2,74,1,2,2,5,0,4,2,9,10,1,2,0,6,586,2,5,0,5,1,1979.0,1524,1,1,4,2,1271,1,2,2,2,23595,4,69.0,3,0,40,3,0.0,3,0,4,4,0,6,7,2,0,6,5,4,8,0,1,4,1332,0,268,1979,1979,2010
1022,1038,168,3,0,4,4,772,0,0,6,1,0,2,220,1,8,2,5,0,4,2,12,13,1,2,2,6,390,2,5,2,5,3,1999.0,2060,1,1,0,5,942,1,2,3,0,8755,2,69.0,0,0,60,3,298.0,1,0,6,8,0,5,7,2,0,1,1,4,8,0,1,8,992,0,0,1999,1999,2009
1344,0,0,3,0,4,4,111,354,2,5,0,1,4,354,1,2,2,0,0,4,3,6,6,1,1,1,6,525,2,5,2,5,2,1958.0,1344,0,1,2,7,945,1,2,3,0,14375,1,69.0,0,0,20,3,541.0,1,0,1,23,118,6,6,2,0,1,1,0,0,233,1,7,819,1,0,1958,1958,2009
1226,592,0,4,0,4,4,224,0,3,6,0,0,4,816,1,2,2,1,0,1,3,11,12,2,2,1,6,240,1,5,3,5,5,1951.0,1818,1,1,0,0,105,1,3,3,0,7758,0,69.0,3,0,50,4,600.0,1,0,6,9,0,4,7,2,0,1,1,4,8,184,1,7,1040,0,0,1931,1950,2007
1029,0,0,3,0,4,2,903,0,5,6,1,0,4,126,1,1,2,5,39,1,3,12,13,0,1,1,6,261,1,5,3,5,1,1961.0,1029,0,1,2,2,610,1,3,3,0,7943,4,61.0,3,0,20,3,192.0,0,0,4,19,0,5,4,2,0,1,1,4,8,0,1,5,1029,0,64,1961,1961,2007
1291,1230,0,5,4,4,4,837,0,0,6,1,0,2,105,1,2,2,5,0,4,3,5,5,1,1,2,0,576,2,5,0,5,1,1973.0,2521,1,1,2,5,1069,1,3,3,0,3964,4,42.0,3,0,160,4,0.0,3,0,6,10,20,4,6,2,0,1,1,4,8,0,1,10,942,0,728,1973,1973,2006
750,750,0,3,0,4,4,0,0,6,6,0,0,2,750,1,2,2,5,0,4,3,12,13,0,2,2,6,564,2,5,2,5,1,2005.0,1500,1,1,0,5,994,1,2,3,0,8846,4,68.0,3,0,60,3,0.0,3,0,8,5,35,5,6,2,0,1,1,5,6,0,1,6,750,0,0,2005,2006,2006
2217,0,0,4,0,1,1,351,823,0,5,1,0,4,1043,1,2,2,5,0,2,2,13,14,1,2,2,6,621,2,5,3,5,1,1970.0,2217,0,1,0,2,889,1,2,3,1,15865,4,95.0,0,0,20,3,0.0,3,0,10,12,207,6,8,2,0,5,0,4,8,224,1,8,2217,0,81,1970,1970,2007
1370,0,0,2,4,1,2,24,0,2,6,0,0,2,1346,1,2,2,5,0,4,2,12,13,1,2,2,6,484,2,5,2,5,1,2006.0,1370,0,1,0,2,63,1,2,3,0,6442,4,44.0,0,0,120,3,178.0,4,0,10,16,49,5,8,2,0,1,1,4,8,0,1,6,1370,0,120,2006,2006,2007
1262,0,0,2,0,4,4,905,0,2,6,0,0,2,357,1,2,2,5,0,4,2,12,13,0,2,2,6,572,2,5,0,5,1,2006.0,1262,0,1,2,2,282,1,2,3,0,7200,4,60.0,3,0,20,1,68.0,4,0,5,21,120,5,6,2,0,1,1,5,6,0,1,5,1262,0,0,2006,2006,2006
824,1070,0,4,0,4,4,624,0,2,6,1,0,2,193,1,2,2,5,0,4,2,12,13,1,2,2,6,510,2,5,0,5,3,2002.0,1894,1,1,0,5,965,1,2,3,0,11316,0,80.0,3,0,60,3,44.0,1,0,2,23,40,5,7,2,0,1,1,4,8,0,1,8,817,0,0,2002,2003,2010
1694,0,0,3,0,4,4,0,0,6,6,0,0,0,1694,1,2,2,5,0,4,0,12,13,0,2,2,6,818,3,5,0,5,1,2007.0,1694,0,1,0,2,239,1,2,3,0,12030,4,93.0,3,0,20,3,254.0,1,0,12,16,228,5,8,2,0,1,3,5,6,0,1,7,1694,0,168,2007,2007,2007
864,0,0,2,0,4,4,524,180,0,3,0,0,4,160,1,2,2,5,0,4,3,6,6,0,1,1,6,576,2,5,3,5,5,1989.0,864,0,1,2,2,224,1,3,3,0,10500,2,70.0,3,0,20,3,0.0,3,0,3,12,0,6,4,2,0,1,1,0,8,0,1,4,864,0,216,1971,1971,2009
970,739,0,3,3,4,4,0,0,6,6,0,0,2,970,1,2,2,5,0,4,2,12,13,0,2,2,0,380,2,5,3,5,5,2004.0,1709,0,1,0,5,146,1,2,3,0,2522,4,24.0,3,0,160,4,50.0,4,0,4,7,40,5,6,2,0,1,1,4,8,0,1,7,970,0,0,2004,2006,2006
1281,457,0,4,0,0,4,0,0,6,6,0,0,4,715,1,1,2,5,0,2,3,12,13,1,0,2,6,368,1,5,3,5,1,1920.0,1738,0,1,2,0,1363,1,3,3,0,12513,2,69.0,0,0,50,3,0.0,3,0,6,12,0,4,4,2,0,1,1,4,8,0,1,7,715,0,55,1920,2007,2009
1319,0,0,3,0,4,4,428,180,1,3,1,0,4,0,1,2,2,5,0,4,3,8,8,0,2,1,3,270,1,5,3,5,1,1953.0,1319,0,1,4,2,374,1,3,3,0,10634,4,79.0,3,0,20,3,0.0,3,0,11,12,0,6,5,2,0,1,1,4,8,0,1,5,608,0,66,1953,1953,2009
1699,1523,0,5,0,4,2,1470,0,2,6,1,0,2,203,1,2,2,5,0,4,3,9,10,2,2,3,6,594,3,5,3,5,1,1990.0,3222,0,1,2,5,119,1,2,3,0,12376,0,90.0,3,0,60,3,0.0,3,0,5,20,0,5,7,2,0,1,3,4,8,0,1,11,1673,0,367,1990,1990,2010
773,582,0,3,0,4,4,0,0,6,6,0,0,4,684,1,2,2,5,115,4,3,13,14,0,2,1,6,0,0,3,1,3,6,1980.0,1355,1,1,4,5,1097,1,2,3,0,6882,4,60.0,3,0,70,4,0.0,3,0,3,9,0,7,6,2,0,1,1,4,8,0,1,7,684,0,136,1914,2006,2007
1306,0,0,3,0,4,4,0,0,6,6,0,0,4,728,1,2,2,5,0,3,3,13,10,0,1,1,4,0,0,3,1,3,6,1980.0,1306,0,1,0,2,251,1,1,3,0,5350,4,55.0,0,0,30,3,0.0,3,450,5,3,0,2,3,2,0,1,1,4,8,0,1,6,728,0,263,1940,1966,2010
768,0,0,2,0,4,0,656,0,2,6,1,0,2,112,1,2,2,5,0,4,3,6,15,0,1,1,6,396,2,5,3,5,5,1988.0,768,0,1,4,6,1407,1,3,3,0,8445,0,70.0,3,0,85,3,0.0,3,0,3,5,0,7,5,2,0,1,1,4,8,0,1,5,768,0,58,1972,2007,2009
1077,0,0,2,1,4,4,851,0,2,6,1,0,4,140,1,0,0,5,0,4,3,8,8,2,0,1,6,205,1,5,2,2,1,1939.0,1077,0,1,0,1,10,2,3,3,0,7420,0,50.0,3,0,190,3,0.0,3,0,1,3,4,6,5,2,0,1,1,4,8,0,1,5,991,0,0,1939,1950,2008
679,504,0,2,0,4,4,331,0,0,6,0,0,4,318,1,2,2,5,0,2,3,8,8,0,1,1,6,308,1,5,3,5,5,1981.0,1183,1,1,0,0,450,1,3,3,0,6000,4,50.0,3,0,50,4,0.0,3,0,6,17,176,7,3,2,0,1,1,4,8,0,1,6,649,0,0,1948,2002,2007
728,728,0,3,0,4,0,0,0,6,6,0,0,2,728,1,2,2,5,0,4,2,12,13,1,2,2,6,400,2,5,0,5,1,2007.0,1456,1,1,0,5,709,1,2,3,0,9018,4,65.0,0,0,60,3,0.0,3,0,7,8,24,5,7,2,0,1,3,5,6,0,1,8,728,0,100,2007,2007,2007
1005,1286,0,4,0,4,4,0,0,6,6,0,0,2,975,1,2,2,5,0,4,2,12,13,1,2,2,6,429,2,5,0,5,3,1999.0,2291,1,1,0,5,256,1,2,3,0,8738,4,66.0,0,0,60,3,302.0,1,0,2,8,0,5,7,2,0,1,1,4,8,0,1,8,975,0,192,1999,1999,2006
848,0,0,1,4,4,0,685,0,2,6,1,0,2,163,1,2,2,5,0,4,2,12,13,0,2,1,6,420,2,5,0,5,1,2003.0,848,0,1,0,2,594,1,2,3,0,4435,4,69.0,3,0,120,4,170.0,1,0,5,5,0,5,6,2,0,1,1,4,8,0,1,4,848,0,140,2003,2003,2009
1742,590,0,3,0,4,0,1280,0,2,6,1,0,0,402,1,2,2,5,0,4,0,12,13,1,2,2,6,846,3,5,0,5,3,2008.0,2332,1,1,0,5,390,1,0,3,0,12474,4,96.0,3,0,60,3,272.0,4,0,8,16,134,5,10,2,0,1,1,5,6,0,1,9,1682,0,196,2007,2008,2008
884,464,0,3,0,4,4,0,0,6,6,1,0,4,884,1,2,2,5,208,4,3,13,14,1,0,1,6,216,1,5,3,5,5,1960.0,1348,0,1,0,0,1203,1,3,3,0,6000,0,50.0,3,0,50,4,0.0,3,0,5,3,0,8,5,0,0,1,1,4,8,0,1,5,884,0,0,1925,1997,2009
1236,872,0,4,0,4,4,626,0,5,6,0,0,4,501,1,2,2,5,0,4,3,11,12,2,1,2,6,540,2,5,3,5,2,1935.0,2108,0,1,0,5,1169,1,2,3,0,13728,0,120.0,3,0,70,3,0.0,3,0,7,7,0,7,6,2,0,1,3,4,8,90,1,7,1127,0,0,1935,1986,2008
897,439,0,3,0,4,4,637,0,5,6,0,0,4,0,1,2,2,5,120,4,3,8,8,0,1,1,6,570,1,5,3,5,4,1994.0,1336,1,1,2,0,558,1,3,2,1,11040,4,60.0,3,0,50,0,0.0,3,0,9,9,47,6,4,2,0,1,1,4,0,0,1,7,637,0,0,1920,1950,2006
4692,950,0,3,0,4,1,5644,0,2,6,2,0,0,466,1,1,2,5,0,4,0,11,12,3,2,2,6,1418,2,5,0,5,1,2008.0,5642,1,1,0,5,1299,1,0,0,0,63887,0,313.0,2,0,60,3,796.0,4,0,1,7,292,5,10,2,480,0,3,5,6,0,1,12,6110,0,214,2008,2008,2008
1344,0,0,2,0,4,4,457,374,0,5,1,0,4,193,1,2,2,5,0,4,3,6,6,1,1,1,2,484,1,5,3,5,5,1970.0,1344,0,1,4,2,1425,1,3,3,0,9503,4,69.0,3,0,20,3,0.0,3,0,6,12,28,5,5,2,0,1,3,4,8,0,1,6,1024,0,316,1958,1983,2007
832,1103,0,3,0,4,4,544,0,2,6,1,0,2,288,1,6,2,5,0,4,2,12,13,0,2,2,6,552,2,5,0,5,3,2009.0,1935,1,1,0,5,461,1,3,3,0,8004,4,75.0,0,0,60,1,110.0,4,0,12,21,150,5,8,2,0,1,1,5,6,0,1,8,832,0,0,2009,2009,2009
997,473,0,4,0,4,4,0,0,6,6,0,0,4,941,1,2,2,5,0,4,3,8,8,0,2,2,6,548,1,5,3,5,5,1958.0,1470,0,1,0,0,724,1,3,3,0,8172,4,60.0,3,0,50,3,0.0,3,0,5,7,0,6,4,2,0,1,1,4,8,156,1,7,941,0,0,1954,1972,2008
2156,0,290,3,0,4,4,297,68,1,5,0,0,4,1203,1,4,2,5,0,4,3,3,6,1,1,2,6,508,2,5,2,2,1,1968.0,2156,0,1,4,2,1347,1,3,3,0,20781,1,69.0,1,0,20,3,0.0,3,0,6,14,80,7,7,2,0,1,3,4,8,0,1,9,1568,0,0,1968,2003,2006
1728,0,0,6,2,4,4,1332,0,5,6,1,0,4,396,1,5,2,5,0,4,3,6,6,0,1,2,6,504,2,5,3,5,5,1963.0,1728,0,1,4,2,145,2,3,3,0,9100,4,70.0,3,0,90,4,336.0,1,0,11,19,0,5,5,2,0,1,1,0,4,0,1,10,1728,0,0,1963,1963,2006
866,902,0,3,0,4,4,400,0,2,6,0,0,2,466,1,2,2,5,0,4,2,12,13,0,2,2,6,603,2,5,2,5,1,2005.0,1768,1,1,2,5,502,1,2,3,0,9803,4,75.0,3,0,60,1,0.0,3,0,2,21,108,5,7,2,0,1,1,4,8,0,1,7,866,0,0,2005,2005,2008
1048,0,0,3,0,4,4,586,0,1,6,1,0,4,462,1,2,2,5,0,4,3,8,8,0,1,1,6,286,1,5,3,5,1,1956.0,1048,0,1,4,2,1071,1,3,3,0,10152,4,72.0,3,0,20,3,120.0,1,0,6,12,20,5,5,2,0,1,3,4,8,192,1,6,1048,0,0,1956,1956,2007
864,864,0,3,0,4,4,0,0,6,6,0,0,2,864,1,2,2,5,0,4,2,12,13,0,2,2,6,572,2,5,2,5,1,2004.0,1728,1,1,0,5,740,1,2,3,0,9313,4,65.0,0,0,60,3,0.0,3,0,4,5,56,5,7,2,0,1,1,4,8,0,1,7,864,0,187,2004,2004,2009
938,1215,0,4,0,0,4,259,0,3,6,0,0,4,425,0,2,2,5,20,2,3,8,8,0,0,2,6,0,0,3,1,3,6,1980.0,2358,0,4,1,5,1350,1,3,3,0,5250,4,50.0,3,205,70,4,0.0,3,0,12,17,54,5,8,2,0,1,1,4,8,0,1,8,684,0,0,1872,1987,2008
1146,0,0,3,0,4,0,786,0,2,6,1,0,0,82,1,2,2,5,0,4,2,12,13,1,2,2,6,438,2,5,0,5,1,2003.0,1146,0,1,0,7,732,1,2,3,0,9590,0,73.0,0,0,80,3,442.0,1,0,5,23,22,5,7,2,0,1,1,4,8,0,1,6,868,0,160,2003,2003,2007
1601,0,0,3,0,4,0,1358,0,2,6,1,0,2,223,1,2,2,5,0,4,2,12,13,1,2,2,6,670,2,5,2,5,1,2001.0,1601,0,1,0,2,540,1,2,3,0,11423,4,69.0,3,0,20,3,479.0,1,2000,5,5,0,5,8,2,0,1,1,4,8,0,1,6,1581,0,180,2001,2002,2010
1252,668,0,4,0,4,4,57,441,0,1,1,0,4,554,1,2,2,5,0,2,2,8,8,1,1,2,6,451,2,5,3,5,1,1958.0,1920,0,1,0,0,178,1,2,3,0,13650,4,69.0,3,0,50,3,0.0,3,0,7,19,0,5,5,2,0,1,1,4,8,0,1,8,1052,0,0,1958,1958,2006
741,622,0,3,0,4,4,0,0,6,6,0,0,1,622,1,2,2,5,0,4,3,12,13,0,1,1,6,528,2,5,3,5,5,1966.0,1363,0,1,2,5,1409,1,3,3,0,7740,4,60.0,3,0,70,4,0.0,3,0,6,17,0,7,4,2,0,1,1,4,8,168,1,6,622,0,0,1910,1950,2010
1148,0,0,2,0,1,2,210,551,3,0,0,1,0,219,1,2,2,0,0,4,3,13,14,0,2,1,6,308,1,5,3,5,5,1952.0,1148,0,1,1,2,698,1,3,3,0,6420,4,57.0,0,0,20,3,0.0,3,0,9,7,0,7,5,2,0,1,1,4,8,0,1,6,980,0,0,1952,1952,2006
1294,0,0,2,0,1,0,0,0,6,6,0,0,2,1286,1,2,2,5,0,4,2,12,13,1,2,2,6,662,2,5,2,5,1,2006.0,1294,0,1,0,2,1403,1,2,3,0,6762,4,64.0,3,0,20,3,0.0,3,0,7,5,55,5,7,2,0,1,1,5,6,0,1,6,1286,0,168,2006,2006,2006
912,336,0,2,0,4,4,324,0,3,6,0,0,4,588,1,2,2,0,192,4,3,13,14,0,1,1,6,160,1,1,3,1,5,1957.0,1248,0,1,2,0,1023,1,3,3,0,9439,4,52.0,3,0,50,4,0.0,3,0,3,17,0,5,5,2,0,1,1,4,8,0,1,6,912,0,0,1930,1950,2007
779,640,0,3,0,4,4,353,0,2,6,1,0,2,55,1,2,2,5,0,4,2,12,13,1,2,2,6,527,2,5,0,5,3,2002.0,1419,1,1,0,7,1117,1,2,3,0,7750,4,69.0,3,0,80,3,0.0,3,0,3,8,0,5,8,2,0,1,3,4,8,0,1,7,408,0,120,2002,2002,2009
1440,0,0,3,0,4,4,678,0,1,6,0,0,2,762,1,2,2,5,99,2,2,8,8,1,1,2,6,467,2,5,0,5,1,1981.0,1440,0,1,0,2,1430,1,2,3,0,12546,0,69.0,0,0,20,3,310.0,1,0,4,14,0,7,6,2,0,1,1,4,8,0,1,7,1440,0,0,1981,1981,2007
